,customer_id,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,state,property_valuation,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,tran_counts,age,profit,age_group
5911,1074,Male,43.0,Manufacturing,High Net Worth,N,Yes,18.0,NSW,3.0,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,8,49.0,445.2099999999999,Adults
5912,1074,Male,43.0,Manufacturing,High Net Worth,N,Yes,18.0,NSW,3.0,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,8,49.0,198.22000000000003,Adults
5913,1074,Male,43.0,Manufacturing,High Net Worth,N,Yes,18.0,NSW,3.0,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,8,49.0,43.97,Adults
5914,1074,Male,43.0,Manufacturing,High Net Worth,N,Yes,18.0,NSW,3.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,8,49.0,641.64,Adults
5915,1075,Male,26.0,Manufacturing,High Net Worth,N,No,7.0,NSW,1.0,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,6,56.0,1295.43,Adults
5916,1075,Male,26.0,Manufacturing,High Net Worth,N,No,7.0,NSW,1.0,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,6,56.0,209.84000000000003,Adults
5917,1075,Male,26.0,Manufacturing,High Net Worth,N,No,7.0,NSW,1.0,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,6,56.0,456.44999999999993,Adults
5918,1075,Male,26.0,Manufacturing,High Net Worth,N,No,7.0,NSW,1.0,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,6,56.0,75.13999999999999,Adults
5919,1075,Male,26.0,Manufacturing,High Net Worth,N,No,7.0,NSW,1.0,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,6,56.0,17.869999999999997,Adults
5920,1075,Male,26.0,Manufacturing,High Net Worth,N,No,7.0,NSW,1.0,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,6,56.0,187.38999999999987,Adults
5921,1076,Male,33.0,Health,Affluent Customer,N,No,2.0,NSW,9.0,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,12,23.0,437.46,Young Adults
5922,1076,Male,33.0,Health,Affluent Customer,N,No,2.0,NSW,9.0,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,12,23.0,547.28,Young Adults
5923,1076,Male,33.0,Health,Affluent Customer,N,No,2.0,NSW,9.0,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,12,23.0,745.94,Young Adults
5924,1076,Male,33.0,Health,Affluent Customer,N,No,2.0,NSW,9.0,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,12,23.0,693.76,Young Adults
5925,1076,Male,33.0,Health,Affluent Customer,N,No,2.0,NSW,9.0,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,12,23.0,199.0999999999999,Young Adults
5926,1076,Male,33.0,Health,Affluent Customer,N,No,2.0,NSW,9.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,12,23.0,431.33000000000004,Young Adults
5927,1076,Male,33.0,Health,Affluent Customer,N,No,2.0,NSW,9.0,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,12,23.0,1612.25,Young Adults
5928,1076,Male,33.0,Health,Affluent Customer,N,No,2.0,NSW,9.0,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,12,23.0,217.51,Young Adults
5929,1076,Male,33.0,Health,Affluent Customer,N,No,2.0,NSW,9.0,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,12,23.0,1215.34,Young Adults
5930,1076,Male,33.0,Health,Affluent Customer,N,No,2.0,NSW,9.0,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,12,23.0,64.50999999999999,Young Adults
5931,1076,Male,33.0,Health,Affluent Customer,N,No,2.0,NSW,9.0,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,12,23.0,309.80999999999995,Young Adults
5932,1076,Male,33.0,Health,Affluent Customer,N,No,2.0,NSW,9.0,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,12,23.0,1630.25,Young Adults
5933,1077,Female,8.0,Telecommunications,Mass Customer,N,Yes,18.0,QLD,7.0,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,6,67.0,751.02,Senior Adults
5934,1077,Female,8.0,Telecommunications,Mass Customer,N,Yes,18.0,QLD,7.0,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,6,67.0,182.81000000000017,Senior Adults
5935,1077,Female,8.0,Telecommunications,Mass Customer,N,Yes,18.0,QLD,7.0,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,6,67.0,17.869999999999997,Senior Adults
5936,1077,Female,8.0,Telecommunications,Mass Customer,N,Yes,18.0,QLD,7.0,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,6,67.0,41.129999999999995,Senior Adults
5937,1077,Female,8.0,Telecommunications,Mass Customer,N,Yes,18.0,QLD,7.0,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,6,67.0,509.97,Senior Adults
5938,1077,Female,8.0,Telecommunications,Mass Customer,N,Yes,18.0,QLD,7.0,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,6,67.0,155.6500000000001,Senior Adults
5939,1078,Male,69.0,Manufacturing,Mass Customer,N,No,20.0,NSW,9.0,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,5,47.0,64.92999999999995,Adults
5940,1078,Male,69.0,Manufacturing,Mass Customer,N,No,20.0,NSW,9.0,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,5,47.0,155.6500000000001,Adults
5941,1078,Male,69.0,Manufacturing,Mass Customer,N,No,20.0,NSW,9.0,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,5,47.0,104.24000000000001,Adults
5942,1078,Male,69.0,Manufacturing,Mass Customer,N,No,20.0,NSW,9.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,5,47.0,431.33000000000004,Adults
5943,1078,Male,69.0,Manufacturing,Mass Customer,N,No,20.0,NSW,9.0,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,5,47.0,143.82,Adults
5944,1079,Male,70.0,Manufacturing,Mass Customer,N,No,18.0,NSW,9.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,4,45.0,737.5699999999999,Adults
5945,1079,Male,70.0,Manufacturing,Mass Customer,N,No,18.0,NSW,9.0,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,4,45.0,356.5,Adults
5946,1079,Male,70.0,Manufacturing,Mass Customer,N,No,18.0,NSW,9.0,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,4,45.0,309.80999999999995,Adults
5947,1079,Male,70.0,Manufacturing,Mass Customer,N,No,18.0,NSW,9.0,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,4,45.0,903.11,Adults
5948,1080,Female,70.0,Property,Mass Customer,N,Yes,2.0,QLD,9.0,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,3,23.0,1279.3999999999999,Young Adults
5949,1080,Female,70.0,Property,Mass Customer,N,Yes,2.0,QLD,9.0,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,3,23.0,75.75,Young Adults
5950,1080,Female,70.0,Property,Mass Customer,N,Yes,2.0,QLD,9.0,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,3,23.0,502.47,Young Adults
5951,1081,Female,25.0,Health,Mass Customer,N,No,16.0,NSW,8.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,5,37.0,737.5699999999999,Adults
5952,1081,Female,25.0,Health,Mass Customer,N,No,16.0,NSW,8.0,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,5,37.0,872.8900000000001,Adults
5953,1081,Female,25.0,Health,Mass Customer,N,No,16.0,NSW,8.0,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,5,37.0,693.76,Adults
5954,1081,Female,25.0,Health,Mass Customer,N,No,16.0,NSW,8.0,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,5,37.0,152.54999999999995,Adults
5955,1081,Female,25.0,Health,Mass Customer,N,No,16.0,NSW,8.0,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,5,37.0,771.12,Adults
5956,1083,Male,46.0,Manufacturing,Affluent Customer,N,No,1.0,QLD,8.0,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2,27.0,143.82,Young Adults
5957,1083,Male,46.0,Manufacturing,Affluent Customer,N,No,1.0,QLD,8.0,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,2,27.0,737.1700000000001,Young Adults
5958,1084,Female,54.0,Retail,Affluent Customer,N,No,8.0,NSW,4.0,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,11,29.0,1660.88,Young Adults
5959,1084,Female,54.0,Retail,Affluent Customer,N,No,8.0,NSW,4.0,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,11,29.0,45.96000000000001,Young Adults
5960,1084,Female,54.0,Retail,Affluent Customer,N,No,8.0,NSW,4.0,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,11,29.0,1295.43,Young Adults
5961,1084,Female,54.0,Retail,Affluent Customer,N,No,8.0,NSW,4.0,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,11,29.0,1230.3000000000002,Young Adults
5962,1084,Female,54.0,Retail,Affluent Customer,N,No,8.0,NSW,4.0,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,11,29.0,133.7800000000002,Young Adults
5963,1084,Female,54.0,Retail,Affluent Customer,N,No,8.0,NSW,4.0,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,11,29.0,133.7800000000002,Young Adults
5964,1084,Female,54.0,Retail,Affluent Customer,N,No,8.0,NSW,4.0,1.0,Cancelled,Giant Bicycles,Standard,medium,medium,230.91,173.18,11,29.0,57.72999999999999,Young Adults
5965,1084,Female,54.0,Retail,Affluent Customer,N,No,8.0,NSW,4.0,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,11,29.0,690.49,Young Adults
5966,1084,Female,54.0,Retail,Affluent Customer,N,No,8.0,NSW,4.0,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,11,29.0,356.5,Young Adults
5967,1084,Female,54.0,Retail,Affluent Customer,N,No,8.0,NSW,4.0,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,11,29.0,903.11,Young Adults
5968,1084,Female,54.0,Retail,Affluent Customer,N,No,8.0,NSW,4.0,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,11,29.0,72.59999999999997,Young Adults
5969,1085,Male,4.0,Health,Mass Customer,N,No,8.0,QLD,7.0,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,4,48.0,409.8600000000001,Adults
5970,1085,Male,4.0,Health,Mass Customer,N,No,8.0,QLD,7.0,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,4,48.0,135.84999999999997,Adults
5971,1085,Male,4.0,Health,Mass Customer,N,No,8.0,QLD,7.0,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,4,48.0,356.5,Adults
5972,1085,Male,4.0,Health,Mass Customer,N,No,8.0,QLD,7.0,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,4,48.0,179.44,Adults
5973,1086,Male,84.0,Property,Mass Customer,N,Yes,4.0,VIC,9.0,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,9,34.0,104.24000000000001,Young Adults
5974,1086,Male,84.0,Property,Mass Customer,N,Yes,4.0,VIC,9.0,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,9,34.0,1660.88,Young Adults
5975,1086,Male,84.0,Property,Mass Customer,N,Yes,4.0,VIC,9.0,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,9,34.0,445.2099999999999,Young Adults
5976,1086,Male,84.0,Property,Mass Customer,N,Yes,4.0,VIC,9.0,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,9,34.0,75.48000000000002,Young Adults
5977,1086,Male,84.0,Property,Mass Customer,N,Yes,4.0,VIC,9.0,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,9,34.0,502.47,Young Adults
5978,1086,Male,84.0,Property,Mass Customer,N,Yes,4.0,VIC,9.0,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,9,34.0,827.1599999999999,Young Adults
5979,1086,Male,84.0,Property,Mass Customer,N,Yes,4.0,VIC,9.0,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,9,34.0,110.56,Young Adults
5980,1086,Male,84.0,Property,Mass Customer,N,Yes,4.0,VIC,9.0,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,9,34.0,167.20999999999998,Young Adults
5981,1086,Male,84.0,Property,Mass Customer,N,Yes,4.0,VIC,9.0,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,9,34.0,812.44,Young Adults
5982,1087,Female,39.0,Financial Services,Mass Customer,N,Yes,8.0,VIC,5.0,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,3,44.0,409.8600000000001,Adults
5983,1087,Female,39.0,Financial Services,Mass Customer,N,Yes,8.0,VIC,5.0,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,3,44.0,812.44,Adults
5984,1087,Female,39.0,Financial Services,Mass Customer,N,Yes,8.0,VIC,5.0,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,3,44.0,299.27,Adults
5985,1088,Female,19.0,Manufacturing,High Net Worth,N,Yes,3.0,VIC,9.0,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,6,34.0,110.80999999999995,Young Adults
5986,1088,Female,19.0,Manufacturing,High Net Worth,N,Yes,3.0,VIC,9.0,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,6,34.0,583.2700000000001,Young Adults
5987,1088,Female,19.0,Manufacturing,High Net Worth,N,Yes,3.0,VIC,9.0,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,6,34.0,1103.43,Young Adults
5988,1088,Female,19.0,Manufacturing,High Net Worth,N,Yes,3.0,VIC,9.0,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,6,34.0,1383.6100000000001,Young Adults
5989,1088,Female,19.0,Manufacturing,High Net Worth,N,Yes,3.0,VIC,9.0,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,6,34.0,299.27,Young Adults
5990,1088,Female,19.0,Manufacturing,High Net Worth,N,Yes,3.0,VIC,9.0,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,6,34.0,114.93,Young Adults
5991,1089,Female,90.0,Property,Affluent Customer,N,No,12.0,VIC,9.0,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,7,35.0,299.27,Young Adults
5992,1089,Female,90.0,Property,Affluent Customer,N,No,12.0,VIC,9.0,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,7,35.0,64.92999999999995,Young Adults
5993,1089,Female,90.0,Property,Affluent Customer,N,No,12.0,VIC,9.0,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,7,35.0,1295.43,Young Adults
5994,1089,Female,90.0,Property,Affluent Customer,N,No,12.0,VIC,9.0,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,7,35.0,50.66,Young Adults
5995,1089,Female,90.0,Property,Affluent Customer,N,No,12.0,VIC,9.0,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,7,35.0,450.77,Young Adults
5996,1089,Female,90.0,Property,Affluent Customer,N,No,12.0,VIC,9.0,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,7,35.0,144.26,Young Adults
5997,1089,Female,90.0,Property,Affluent Customer,N,No,12.0,VIC,9.0,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,7,35.0,43.97,Young Adults
5998,1090,Female,15.0,Telecommunications,Affluent Customer,N,No,17.0,NSW,11.0,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,7,48.0,409.8600000000001,Adults
5999,1090,Female,15.0,Telecommunications,Affluent Customer,N,No,17.0,NSW,11.0,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,7,48.0,129.01,Adults
6000,1090,Female,15.0,Telecommunications,Affluent Customer,N,No,17.0,NSW,11.0,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,7,48.0,57.72999999999999,Adults
6001,1090,Female,15.0,Telecommunications,Affluent Customer,N,No,17.0,NSW,11.0,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,7,48.0,43.97,Adults
6002,1090,Female,15.0,Telecommunications,Affluent Customer,N,No,17.0,NSW,11.0,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,7,48.0,91.15,Adults
6003,1090,Female,15.0,Telecommunications,Affluent Customer,N,No,17.0,NSW,11.0,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,7,48.0,155.6500000000001,Adults
6004,1090,Female,15.0,Telecommunications,Affluent Customer,N,No,17.0,NSW,11.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,7,48.0,641.64,Adults
6005,1091,Male,19.0,Health,Mass Customer,N,No,15.0,VIC,7.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,10,43.0,57.72999999999999,Adults
6006,1091,Male,19.0,Health,Mass Customer,N,No,15.0,VIC,7.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,10,43.0,448.67999999999995,Adults
6007,1091,Male,19.0,Health,Mass Customer,N,No,15.0,VIC,7.0,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,10,43.0,64.50999999999999,Adults
6008,1091,Male,19.0,Health,Mass Customer,N,No,15.0,VIC,7.0,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,10,43.0,128.45999999999992,Adults
6009,1091,Male,19.0,Health,Mass Customer,N,No,15.0,VIC,7.0,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,10,43.0,690.49,Adults
6010,1091,Male,19.0,Health,Mass Customer,N,No,15.0,VIC,7.0,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,10,43.0,114.93,Adults
6011,1091,Male,19.0,Health,Mass Customer,N,No,15.0,VIC,7.0,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,10,43.0,155.6500000000001,Adults
6012,1091,Male,19.0,Health,Mass Customer,N,No,15.0,VIC,7.0,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,10,43.0,451.6500000000001,Adults
6013,1091,Male,19.0,Health,Mass Customer,N,No,15.0,VIC,7.0,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,10,43.0,459.46000000000015,Adults
6014,1091,Male,19.0,Health,Mass Customer,N,No,15.0,VIC,7.0,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,10,43.0,1612.25,Adults
6015,1092,Female,56.0,Retail,Mass Customer,N,No,5.0,VIC,3.0,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,5,88.0,110.80999999999995,Senior Adults
6016,1092,Female,56.0,Retail,Mass Customer,N,No,5.0,VIC,3.0,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,5,88.0,152.54999999999995,Senior Adults
6017,1092,Female,56.0,Retail,Mass Customer,N,No,5.0,VIC,3.0,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,5,88.0,133.7800000000002,Senior Adults
6018,1092,Female,56.0,Retail,Mass Customer,N,No,5.0,VIC,3.0,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,5,88.0,110.56,Senior Adults
6019,1092,Female,56.0,Retail,Mass Customer,N,No,5.0,VIC,3.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,5,88.0,737.5699999999999,Senior Adults
6020,1093,Female,63.0,Manufacturing,Affluent Customer,N,No,5.0,NSW,10.0,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,9,27.0,179.44,Young Adults
6021,1093,Female,63.0,Manufacturing,Affluent Customer,N,No,5.0,NSW,10.0,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,9,27.0,834.9399999999999,Young Adults
6022,1093,Female,63.0,Manufacturing,Affluent Customer,N,No,5.0,NSW,10.0,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,9,27.0,641.64,Young Adults
6023,1093,Female,63.0,Manufacturing,Affluent Customer,N,No,5.0,NSW,10.0,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,9,27.0,1408.91,Young Adults
6024,1093,Female,63.0,Manufacturing,Affluent Customer,N,No,5.0,NSW,10.0,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,9,27.0,445.2099999999999,Young Adults
6025,1093,Female,63.0,Manufacturing,Affluent Customer,N,No,5.0,NSW,10.0,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,9,27.0,547.28,Young Adults
6026,1093,Female,63.0,Manufacturing,Affluent Customer,N,No,5.0,NSW,10.0,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,9,27.0,1295.43,Young Adults
6027,1093,Female,63.0,Manufacturing,Affluent Customer,N,No,5.0,NSW,10.0,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,9,27.0,1055.82,Young Adults
6028,1093,Female,63.0,Manufacturing,Affluent Customer,N,No,5.0,NSW,10.0,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,9,27.0,751.02,Young Adults
6029,1094,Male,48.0,Health,High Net Worth,N,No,19.0,QLD,7.0,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,7,47.0,129.01,Adults
6030,1094,Male,48.0,Health,High Net Worth,N,No,19.0,QLD,7.0,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,7,47.0,143.82,Adults
6031,1094,Male,48.0,Health,High Net Worth,N,No,19.0,QLD,7.0,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,7,47.0,1660.88,Adults
6032,1094,Male,48.0,Health,High Net Worth,N,No,19.0,QLD,7.0,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,7,47.0,15.080000000000005,Adults
6033,1094,Male,48.0,Health,High Net Worth,N,No,19.0,QLD,7.0,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,7,47.0,709.34,Adults
6034,1094,Male,48.0,Health,High Net Worth,N,No,19.0,QLD,7.0,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,7,47.0,139.2299999999999,Adults
6035,1094,Male,48.0,Health,High Net Worth,N,No,19.0,QLD,7.0,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,7,47.0,834.9399999999999,Adults
6036,1095,Female,2.0,Health,Mass Customer,N,No,6.0,NSW,9.0,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,4,65.0,509.97,Senior Adults
6037,1095,Female,2.0,Health,Mass Customer,N,No,6.0,NSW,9.0,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,4,65.0,583.2700000000001,Senior Adults
6038,1095,Female,2.0,Health,Mass Customer,N,No,6.0,NSW,9.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,4,65.0,1702.5499999999997,Senior Adults
6039,1095,Female,2.0,Health,Mass Customer,N,No,6.0,NSW,9.0,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,4,65.0,1702.5499999999997,Senior Adults
6040,1096,Male,33.0,Health,High Net Worth,N,No,14.0,NSW,9.0,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,5,53.0,817.36,Adults
6041,1096,Male,33.0,Health,High Net Worth,N,No,14.0,NSW,9.0,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,5,53.0,356.5,Adults
6042,1096,Male,33.0,Health,High Net Worth,N,No,14.0,NSW,9.0,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,5,53.0,751.02,Adults
6043,1096,Male,33.0,Health,High Net Worth,N,No,14.0,NSW,9.0,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,5,53.0,57.72999999999999,Adults
6044,1096,Male,33.0,Health,High Net Worth,N,No,14.0,NSW,9.0,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,5,53.0,104.24000000000001,Adults
6045,1097,Female,71.0,Financial Services,Mass Customer,N,Yes,18.0,NSW,8.0,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,3,55.0,437.46,Adults
6046,1097,Female,71.0,Financial Services,Mass Customer,N,Yes,18.0,NSW,8.0,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,3,55.0,90.09999999999997,Adults
6047,1097,Female,71.0,Financial Services,Mass Customer,N,Yes,18.0,NSW,8.0,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,3,55.0,139.2299999999999,Adults
6048,1098,Female,99.0,Financial Services,Mass Customer,N,Yes,12.0,NSW,9.0,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,8,34.0,75.13999999999999,Young Adults
6049,1098,Female,99.0,Financial Services,Mass Customer,N,Yes,12.0,NSW,9.0,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,8,34.0,64.92999999999995,Young Adults
6050,1098,Female,99.0,Financial Services,Mass Customer,N,Yes,12.0,NSW,9.0,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,8,34.0,356.5,Young Adults
6051,1098,Female,99.0,Financial Services,Mass Customer,N,Yes,12.0,NSW,9.0,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,8,34.0,198.29000000000002,Young Adults
6052,1098,Female,99.0,Financial Services,Mass Customer,N,Yes,12.0,NSW,9.0,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,8,34.0,189.27999999999997,Young Adults
6053,1098,Female,99.0,Financial Services,Mass Customer,N,Yes,12.0,NSW,9.0,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,8,34.0,1544.6100000000001,Young Adults
6054,1098,Female,99.0,Financial Services,Mass Customer,N,Yes,12.0,NSW,9.0,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,8,34.0,903.11,Young Adults
6055,1098,Female,99.0,Financial Services,Mass Customer,N,Yes,12.0,NSW,9.0,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,8,34.0,547.28,Young Adults
6056,1099,Male,12.0,Manufacturing,Affluent Customer,N,Yes,11.0,NSW,8.0,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2,48.0,43.97,Adults
6057,1099,Male,12.0,Manufacturing,Affluent Customer,N,Yes,11.0,NSW,8.0,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2,48.0,139.2299999999999,Adults
6058,1100,Male,59.0,Manufacturing,Mass Customer,N,No,15.0,QLD,3.0,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,3,40.0,135.84999999999997,Adults
6059,1100,Male,59.0,Manufacturing,Mass Customer,N,No,15.0,QLD,3.0,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,3,40.0,144.26,Adults
6060,1100,Male,59.0,Manufacturing,Mass Customer,N,No,15.0,QLD,3.0,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,3,40.0,771.12,Adults
